d_date_id,Numerator,d_level0_id,Denominator,d_kpi_id,d_level1_id,d_level2_id
20211219,3781718368.5188656,1,0,22,7,1
20211220,3779304109.1740475,1,0,22,7,1
20211221,3716299551.473519,1,0,22,7,1
20211222,3918467272.960817,1,0,22,7,1
20211223,4041756263.7237477,1,0,22,7,1
20211224,4227834360.989874,1,0,22,7,1
20211225,4465475985.470531,1,0,22,7,1
20211226,4463069794.608266,1,0,22,7,1
20211227,4770821828.19144,1,0,22,7,1
20211228,4627212547.931236,1,0,22,7,1
20211229,4696355809.335323,1,0,22,7,1
20211230,4554387623.880668,1,0,22,7,1
20211231,4555881518.817511,1,0,22,7,1
20220101,4868116265.645002,1,0,22,7,1
20220102,5247666671.846772,1,0,22,7,1
20220103,5108563156.464049,1,0,22,7,1
20220104,5650802727.692218,1,0,22,7,1
20220105,5985328035.765306,1,0,22,7,1
20220106,5840677869.934851,1,0,22,7,1
20220107,5854882836.093883,1,0,22,7,1
20220108,5597247174.031281,1,0,22,7,1
20220109,5182674642.861354,1,0,22,7,1
20220110,5413634148.677285,1,0,22,7,1
20220111,5210947785.027409,1,0,22,7,1
20220112,5934600549.774616,1,0,22,7,1
20220113,6724544282.51449,1,0,22,7,1
20220114,7071115600.932503,1,0,22,7,1
20220115,7034642130.847562,1,0,22,7,1
20220116,7488369436.713084,1,0,22,7,1
20220117,7934880409.34565,1,0,22,7,1
20220118,7633616536.805688,1,0,22,7,1
20220119,7855000260.430162,1,0,22,7,1
20220120,8264901265.789936,1,0,22,7,1
20220121,10448377995.303299,1,0,22,7,1
20220122,7882771998.133877,1,0,22,7,1
20220123,10299856060.588142,1,0,22,7,1
20220124,11935897890.175169,1,0,22,7,1
20220125,12787336973.287178,1,0,22,7,1
20220126,10612102310.640516,1,0,22,7,1
20220127,10454560575.498709,1,0,22,7,1
20220128,9392017636.969297,1,0,22,7,1
20220129,9426879681.08844,1,0,22,7,1
20220130,9024031751.666431,1,0,22,7,1
20220131,8738556965.104761,1,0,22,7,1
20220201,8820505538.319008,1,0,22,7,1
20220202,8915624074.365417,1,0,22,7,1
20220203,8405954694.814557,1,0,22,7,1
20220204,8266411566.996558,1,0,22,7,1
20220205,8651423951.943304,1,0,22,7,1
20220206,8639057122.473503,1,0,22,7,1
20220207,8735741529.97586,1,0,22,7,1
20220208,8813157592.86692,1,0,22,7,1
20201220,0.0,1,0,22,8,1
20210203,124.42210586124264,1,0,22,8,1
20210204,3612845.876971287,1,0,22,8,1
20210205,4860422.805771543,1,0,22,8,1
20210206,6220489.7809417145,1,0,22,8,1
20210207,6723693.9232786205,1,0,22,8,1
20210208,8034662.362717805,1,0,22,8,1
20210209,9125207.627903212,1,0,22,8,1
20210210,18744152.02175608,1,0,22,8,1
20210211,54002694.67918317,1,0,22,8,1
20210212,53805048.1292829,1,0,22,8,1
20210213,60021358.441512644,1,0,22,8,1
20210214,54185279.923586875,1,0,22,8,1
20210215,59768770.61388728,1,0,22,8,1
20210216,72430571.52935259,1,0,22,8,1
20210217,84166798.92862606,1,0,22,8,1
20210218,125693934.63079965,1,0,22,8,1
20210219,253606162.6066825,1,0,22,8,1
20210220,269685617.33379585,1,0,22,8,1
20210221,271346292.069689,1,0,22,8,1
20210222,278976762.0019852,1,0,22,8,1
20210223,246760786.8123069,1,0,22,8,1
20210224,194896169.9329125,1,0,22,8,1
20210225,208193585.3285262,1,0,22,8,1
20210226,200380737.3595324,1,0,22,8,1
20210227,193938629.29639444,1,0,22,8,1
20210228,201175112.78759357,1,0,22,8,1
20210301,197531184.0989979,1,0,22,8,1
20210302,223002910.4588971,1,0,22,8,1
20210303,226311026.73667544,1,0,22,8,1
20210304,209021039.09025374,1,0,22,8,1
20210305,203265475.2031771,1,0,22,8,1
20210306,196453197.13816848,1,0,22,8,1
20210307,203825307.97574523,1,0,22,8,1
20210308,214213465.37807727,1,0,22,8,1
20210309,190717989.43711153,1,0,22,8,1
20210310,258167112.83553034,1,0,22,8,1
20210311,258546672.06333765,1,0,22,8,1
20210312,289440769.5841453,1,0,22,8,1
20210313,277027836.9879444,1,0,22,8,1
20210314,298240601.0493984,1,0,22,8,1
20210315,291730030.5248553,1,0,22,8,1
20210316,286713063.7310597,1,0,22,8,1
20210317,308766100.75624055,1,0,22,8,1
20210318,310869138.7867957,1,0,22,8,1
20210319,304320241.4508539,1,0,22,8,1
20210320,315775922.6071246,1,0,22,8,1
20210321,250108837.73688164,1,0,22,8,1
20210322,241428338.1659185,1,0,22,8,1
20210323,228852199.94837573,1,0,22,8,1
20210324,217286161.72557056,1,0,22,8,1
20210325,206230427.57074827,1,0,22,8,1
20210326,201477284.34856585,1,0,22,8,1
20210327,214153987.58019772,1,0,22,8,1
20210328,212136786.71072945,1,0,22,8,1
20210329,196585498.58944237,1,0,22,8,1
20210330,192685373.9276245,1,0,22,8,1
20210331,194074460.84620243,1,0,22,8,1
20210401,189166868.63427812,1,0,22,8,1
20210402,197836930.85981795,1,0,22,8,1
20210403,210520391.38056827,1,0,22,8,1
20210404,206886324.93718415,1,0,22,8,1
20210405,212672920.562,1,0,22,8,1
20210406,239994577.75863928,1,0,22,8,1
20210407,241221287.02865264,1,0,22,8,1
20210408,241451273.14667454,1,0,22,8,1
20210409,238234391.8768683,1,0,22,8,1
20210410,249782611.8024251,1,0,22,8,1
20210411,252188409.8495176,1,0,22,8,1
20210412,260963422.82583162,1,0,22,8,1
20210413,266693824.58949336,1,0,22,8,1
20210414,265794405.0708463,1,0,22,8,1
20210415,288525402.09051055,1,0,22,8,1
20210416,298131977.59005475,1,0,22,8,1
20210417,281609037.18419665,1,0,22,8,1
20210418,279638249.2348152,1,0,22,8,1
20210419,244076082.66469762,1,0,22,8,1
20210420,235761538.15344533,1,0,22,8,1
20210421,244028214.72858852,1,0,22,8,1
20210422,239506641.10925,1,0,22,8,1
20210423,228970855.76197305,1,0,22,8,1
20210424,217072167.1568147,1,0,22,8,1
20210425,211834289.37869108,1,0,22,8,1
20210426,191000376.169862,1,0,22,8,1
20210427,241969765.47351187,1,0,22,8,1
20210428,259429284.4056962,1,0,22,8,1
20210429,266445166.88473344,1,0,22,8,1
20210430,271482883.88292104,1,0,22,8,1
20210501,321163559.36258096,1,0,22,8,1
20210502,348394460.6980598,1,0,22,8,1
20210503,330631618.4490355,1,0,22,8,1
20210504,386065859.3798509,1,0,22,8,1
20210505,346452550.1193084,1,0,22,8,1
20210506,376587381.9146367,1,0,22,8,1
20210507,395805102.0039109,1,0,22,8,1
20210508,413891758.41346693,1,0,22,8,1
20210509,435011796.69484425,1,0,22,8,1
20210510,441304322.5779688,1,0,22,8,1
20210511,414650635.03121114,1,0,22,8,1
20210512,433281309.8886144,1,0,22,8,1
20210513,429520641.07480246,1,0,22,8,1
20210514,385324015.0751873,1,0,22,8,1
20210515,419179618.1433548,1,0,22,8,1
20210516,403976405.39268047,1,0,22,8,1
20210517,396507165.37618107,1,0,22,8,1
20210518,382717822.0806515,1,0,22,8,1
20210519,397518583.95857805,1,0,22,8,1
20210520,297173279.3098757,1,0,22,8,1
20210521,293437389.7402134,1,0,22,8,1
20210522,249853167.8751926,1,0,22,8,1
20210523,226339304.7470345,1,0,22,8,1
20210524,192854886.22751617,1,0,22,8,1
20210525,246676510.81699094,1,0,22,8,1
20210526,251237843.51448187,1,0,22,8,1
20210527,261612409.73112443,1,0,22,8,1
20210528,247363780.2785508,1,0,22,8,1
20210529,209974672.28234044,1,0,22,8,1
20210530,210764315.6234684,1,0,22,8,1
20210531,220299750.0834853,1,0,22,8,1
20210601,233698731.7495669,1,0,22,8,1
20210602,232203412.52981377,1,0,22,8,1
20210603,241635438.5131925,1,0,22,8,1
20210604,256016384.82908648,1,0,22,8,1
20210605,218842877.58962607,1,0,22,8,1
20210606,206046426.73797217,1,0,22,8,1
20210607,208526054.97298226,1,0,22,8,1
20210608,205416544.55360544,1,0,22,8,1
20210609,204344482.05226606,1,0,22,8,1
20210610,209453024.71015698,1,0,22,8,1
20210611,195845181.2766546,1,0,22,8,1
20210612,186057987.34829748,1,0,22,8,1
20210613,189357671.42877266,1,0,22,8,1
20210614,202013855.86285883,1,0,22,8,1
20210615,207063641.34202233,1,0,22,8,1
20210616,208394413.83191568,1,0,22,8,1
20210617,200532518.5129095,1,0,22,8,1
20210618,203717832.8935613,1,0,22,8,1
20210619,189469099.95405096,1,0,22,8,1
20210620,192429297.06452015,1,0,22,8,1
20210621,195758376.15486798,1,0,22,8,1
20210622,161758075.62693977,1,0,22,8,1
20210623,158338933.71094584,1,0,22,8,1
20210624,164007974.31354797,1,0,22,8,1
20210625,177195023.00696546,1,0,22,8,1
20210626,163651597.97266012,1,0,22,8,1
20210627,163860881.56303003,1,0,22,8,1
20210628,171615466.78076604,1,0,22,8,1
20210629,178865138.6459251,1,0,22,8,1
20210630,186973447.39851126,1,0,22,8,1
20210701,191316265.4735937,1,0,22,8,1
20210702,188953295.25234684,1,0,22,8,1
20210703,186450512.49617177,1,0,22,8,1
20210704,189493626.35506362,1,0,22,8,1
20210705,196725032.88833082,1,0,22,8,1
20210706,198314389.73834407,1,0,22,8,1
20210707,205853230.31500506,1,0,22,8,1
20210708,205359718.76009718,1,0,22,8,1
20210709,187872096.27437022,1,0,22,8,1
20210710,197646621.9219469,1,0,22,8,1
20210711,186589527.5706006,1,0,22,8,1
20210712,189083884.14383084,1,0,22,8,1
20210713,184833427.95410177,1,0,22,8,1
20210714,172194408.80916518,1,0,22,8,1
20210715,168392736.45341325,1,0,22,8,1
20210716,161081846.34909075,1,0,22,8,1
20210717,162740828.51123545,1,0,22,8,1
20210718,160848192.29934043,1,0,22,8,1
20210719,153550393.43153897,1,0,22,8,1
20210720,136799044.79425815,1,0,22,8,1
20210721,145574111.10978803,1,0,22,8,1
20210722,154605809.64453185,1,0,22,8,1
20210723,156555693.531809,1,0,22,8,1
20210724,159623498.23202816,1,0,22,8,1
20210725,160479913.2925564,1,0,22,8,1
20210726,163799404.3824166,1,0,22,8,1
20210727,163061828.5047303,1,0,22,8,1
20210728,169591206.91730464,1,0,22,8,1
20210729,168580963.12042138,1,0,22,8,1
20210730,178335415.65588823,1,0,22,8,1
20210731,184379145.70637092,1,0,22,8,1
20210801,178396815.2851225,1,0,22,8,1
20210802,180150320.45705765,1,0,22,8,1
20210803,174172398.22290695,1,0,22,8,1
20210804,182287230.99820185,1,0,22,8,1
20210805,185738129.96259487,1,0,22,8,1
20210806,192777242.40227002,1,0,22,8,1
20210807,207211389.94791096,1,0,22,8,1
20210808,195278503.79102096,1,0,22,8,1
20210809,202456948.18149158,1,0,22,8,1
20210810,239158206.21196797,1,0,22,8,1
20210811,241218987.31540617,1,0,22,8,1
20210812,242134013.66455045,1,0,22,8,1
20210813,259556235.56243333,1,0,22,8,1
20210814,253537041.83815172,1,0,22,8,1
20210815,256953829.27598038,1,0,22,8,1
20210816,254714280.5690085,1,0,22,8,1
20210817,265729757.8392382,1,0,22,8,1
20210818,312206510.0233254,1,0,22,8,1
20210819,337434735.48441947,1,0,22,8,1
20210820,582840064.9459717,1,0,22,8,1
20210821,834363788.6184042,1,0,22,8,1
20210822,1058111606.1856639,1,0,22,8,1
20210823,1046256706.7224978,1,0,22,8,1
20210824,1464637883.6696033,1,0,22,8,1
20210825,1798510154.3521504,1,0,22,8,1
20210826,1769354254.8690283,1,0,22,8,1
20210827,2023624772.6606417,1,0,22,8,1
20210828,2246283247.4113555,1,0,22,8,1
20210829,2303058082.994311,1,0,22,8,1
20210830,2110077346.0891738,1,0,22,8,1
20210831,2064096429.9977589,1,0,22,8,1
20210901,2182698771.2422304,1,0,22,8,1
20210902,2275219764.6082854,1,0,22,8,1
20210903,2255221438.100404,1,0,22,8,1
20210904,2312067152.200019,1,0,22,8,1
20210905,2310506727.240429,1,0,22,8,1
20210906,2302724575.532709,1,0,22,8,1
20210907,2128762288.4138033,1,0,22,8,1
20210908,2017691384.5441785,1,0,22,8,1
20210909,2065738234.2275324,1,0,22,8,1
20210910,2046414437.3657427,1,0,22,8,1
20210911,2201826871.352275,1,0,22,8,1
20210912,2317077179.0581145,1,0,22,8,1
20210913,2308841921.6837554,1,0,22,8,1
20210914,2246868052.7015004,1,0,22,8,1
20210915,2386150138.0762906,1,0,22,8,1
20210916,2588529546.832698,1,0,22,8,1
20210917,2758133595.940523,1,0,22,8,1
20210918,2870979451.2159753,1,0,22,8,1
20210919,3031302851.3349924,1,0,22,8,1
20210920,2958537612.347388,1,0,22,8,1
20210921,2704403287.8885703,1,0,22,8,1
20210922,2934039822.0533476,1,0,22,8,1
20210923,3139937749.794622,1,0,22,8,1
20210924,3425047572.360603,1,0,22,8,1
20210925,3586015730.3968706,1,0,22,8,1
20210926,3627526610.9723625,1,0,22,8,1
20210927,3654935561.759859,1,0,22,8,1
20210928,3524291847.0649495,1,0,22,8,1
20210929,3528979228.334441,1,0,22,8,1
20210930,3618128454.9868784,1,0,22,8,1
20211001,3761886323.052138,1,0,22,8,1
20211002,3999716143.0614786,1,0,22,8,1
20211003,4070513963.078163,1,0,22,8,1
20211004,3869201418.8864374,1,0,22,8,1
20211005,4123498201.8467345,1,0,22,8,1
20211006,4520554976.409575,1,0,22,8,1
20211007,4503194903.1655035,1,0,22,8,1
20211008,4515795098.039681,1,0,22,8,1
20211009,5032937444.519584,1,0,22,8,1
20211010,5123348507.9102955,1,0,22,8,1
20211011,5199071131.96442,1,0,22,8,1
20211012,5350011279.912985,1,0,22,8,1
20211013,5749069086.76208,1,0,22,8,1
20211014,6367951723.122549,1,0,22,8,1
20211015,6616429928.319848,1,0,22,8,1
20211016,6762601396.485334,1,0,22,8,1
20211017,6873197427.040515,1,0,22,8,1
20211018,6906291564.975672,1,0,22,8,1
20211019,6894284912.239947,1,0,22,8,1
20211020,7054407639.131041,1,0,22,8,1
20211021,7438087921.932859,1,0,22,8,1
20211022,7630072082.8683405,1,0,22,8,1
20211023,7692494624.344714,1,0,22,8,1
20211024,8034257714.639065,1,0,22,8,1
20211025,8103906708.433472,1,0,22,8,1
20211026,8617249177.716143,1,0,22,8,1
20211027,8586783617.967382,1,0,22,8,1
20211028,8227733911.702563,1,0,22,8,1
20211029,8480064023.476439,1,0,22,8,1
20211030,8265153571.634419,1,0,22,8,1
20211031,8415560203.804536,1,0,22,8,1
20211101,8536226549.131322,1,0,22,8,1
